node_id,node_attr,node_type
12,"CONTRIBUTESTO",37,0
37,"RELATEDTO",38,0
37,"RELATEDTO",39,0
12,"BOOSTS",40,0
12,"GENERATESIMPACTIN",41,0
2,"CLASSIFICATION",43,0
2,"STARTEDIN",44,0
2,"HAS",45,0
2,"HAS",46,0
2,"HAS",47,0
2,"RAISED",48,0
48,"AMOUNTOF",49,0
2,"REPORTS",50,0
2,"SEEKINGRECOGNITION",51,0
51,"RECOGNIZEDBY",52,0
53,"CONTAINS_ENTITY",2,1
53,"CONTAINS_ENTITY",54,1
53,"CONTAINS_ENTITY",12,1
53,"CONTAINS_ENTITY",29,1
53,"CONTAINS_ENTITY",55,1
53,"CONTAINS_ENTITY",34,1
53,"CONTAINS_ENTITY",35,1
53,"CONTAINS_ENTITY",36,1
53,"CONTAINS_ENTITY",56,1
53,"CONTAINS_ENTITY",57,1
53,"CONTAINS_ENTITY",58,1
53,"CONTAINS_ENTITY",59,1
53,"CONTAINS_ENTITY",6,1
53,"CONTAINS_ENTITY",60,1
53,"CONTAINS_ENTITY",61,1
53,"CONTAINS_ENTITY",62,1
53,"CONTAINS_ENTITY",63,1
53,"CONTAINS_ENTITY",64,1
53,"CONTAINS_ENTITY",65,1
53,"CONTAINS_ENTITY",66,1
53,"CONTAINS_ENTITY",67,1
53,"CONTAINS_ENTITY",68,1
53,"CONTAINS_ENTITY",69,1
53,"CONTAINS_ENTITY",70,1
53,"CONTAINS_ENTITY",71,1
53,"CONTAINS_ENTITY",72,1
2,"PROFESSOR",54,0
12,"IDENTIFIES",29,0
12,"TARGETS",64,0
54,"ALIGNMENT",63,0
54,"DEVELOPS",58,0
58,"PRODUCES",8,0
58,"USES",59,0
59,"INCLUDES",6,0
59,"INCLUDES",60,0
54,"SUPPORTS",63,0
12,"CONSOLIDATES",64,0
12,"DIVERSIFIES",65,0
65,"INCREASES",66,0
65,"GENERATES",67,0
69,"FACILITATES",72,0
70,"ADAPTS",72,0
71,"ADAPTS",72,0
74,"SUPPORTS",63,0
74,"TRANSFORMS",62,0
73,"CONTAINS_ENTITY",2,1
73,"CONTAINS_ENTITY",74,1
73,"CONTAINS_ENTITY",75,1
73,"CONTAINS_ENTITY",12,1
73,"CONTAINS_ENTITY",4,1
73,"CONTAINS_ENTITY",76,1
73,"CONTAINS_ENTITY",77,1
73,"CONTAINS_ENTITY",8,1
73,"CONTAINS_ENTITY",78,1
73,"CONTAINS_ENTITY",79,1
73,"CONTAINS_ENTITY",80,1
73,"CONTAINS_ENTITY",81,1
73,"CONTAINS_ENTITY",82,1
73,"CONTAINS_ENTITY",83,1
73,"CONTAINS_ENTITY",84,1
73,"CONTAINS_ENTITY",85,1
73,"CONTAINS_ENTITY",86,1
73,"CONTAINS_ENTITY",87,1
73,"CONTAINS_ENTITY",88,1
73,"CONTAINS_ENTITY",89,1
73,"CONTAINS_ENTITY",90,1
73,"CONTAINS_ENTITY",91,1
73,"CONTAINS_ENTITY",92,1
73,"CONTAINS_ENTITY",93,1
73,"CONTAINS_ENTITY",94,1
73,"CONTAINS_ENTITY",95,1
73,"CONTAINS_ENTITY",96,1
73,"CONTAINS_ENTITY",97,1
73,"CONTAINS_ENTITY",98,1
73,"CONTAINS_ENTITY",99,1
73,"CONTAINS_ENTITY",100,1
73,"CONTAINS_ENTITY",101,1
73,"CONTAINS_ENTITY",102,1
73,"CONTAINS_ENTITY",103,1
73,"CONTAINS_ENTITY",104,1
73,"CONTAINS_ENTITY",105,1
73,"CONTAINS_ENTITY",32,1
73,"CONTAINS_ENTITY",69,1
73,"CONTAINS_ENTITY",106,1
73,"CONTAINS_ENTITY",107,1
73,"CONTAINS_ENTITY",108,1
73,"CONTAINS_ENTITY",109,1
73,"CONTAINS_ENTITY",110,1
73,"CONTAINS_ENTITY",111,1
2,"PRODUCES",74,0
74,"INCLUDES",75,0
74,"DEVELOPS",12,0
12,"SUPPORTS",4,0
74,"DRIVES",76,0
74,"DRIVES",77,0
8,"DEVELOPED_WITH",78,0
8,"COMBINES",79,0
79,"FOCUSES_ON",80,0
12,"INCORPORATES",81,0
81,"UTILIZES",82,0
81,"UTILIZES",83,0
12,"ENABLED_BY",84,0
89,"COVERS",90,0
89,"COVERS",91,0
89,"COVERS",92,0
89,"COVERS",93,0
89,"COVERS",94,0
89,"COVERS",95,0
74,"ADDRESSES",97,0
74,"ENHANCES",98,0
74,"AFFECTS",99,0
74,"IMPROVES",100,0
74,"INTRODUCES",101,0
74,"HELPS",102,0
74,"INCREASES",103,0
74,"DESIGNED_FOR",104,0
74,"FEATURES",105,0
74,"ALLOWS",32,0
74,"CONSIDERED_IN",69,0
74,"AIMED_AT",106,0
74,"TARGETS",107,0
74,"PLANNED_FOR",108,0
74,"BASED_ON",109,0
109,"USES",110,0
109,"SIMILAR_TO",111,0
112,"CONTAINS_ENTITY",113,1
112,"CONTAINS_ENTITY",114,1
112,"CONTAINS_ENTITY",115,1
112,"CONTAINS_ENTITY",116,1
113,"HASACCESSLEVEL",114,0
114,"TAILORSTO",115,0
114,"TAILORSTO",116,0
113,"USEDBY",115,0
113,"USEDBY",116,0
117,"CONTAINS_ENTITY",2,1
117,"CONTAINS_ENTITY",118,1
117,"CONTAINS_ENTITY",119,1
117,"CONTAINS_ENTITY",120,1
117,"CONTAINS_ENTITY",5,1
117,"CONTAINS_ENTITY",121,1
117,"CONTAINS_ENTITY",122,1
117,"CONTAINS_ENTITY",123,1
117,"CONTAINS_ENTITY",124,1
117,"CONTAINS_ENTITY",125,1
117,"CONTAINS_ENTITY",126,1
117,"CONTAINS_ENTITY",77,1
117,"CONTAINS_ENTITY",127,1
117,"CONTAINS_ENTITY",38,1
117,"CONTAINS_ENTITY",128,1
117,"CONTAINS_ENTITY",39,1
117,"CONTAINS_ENTITY",129,1
117,"CONTAINS_ENTITY",130,1
117,"CONTAINS_ENTITY",131,1
117,"CONTAINS_ENTITY",12,1
117,"CONTAINS_ENTITY",30,1
117,"CONTAINS_ENTITY",132,1
117,"CONTAINS_ENTITY",133,1
117,"CONTAINS_ENTITY",134,1
117,"CONTAINS_ENTITY",135,1
117,"CONTAINS_ENTITY",136,1
117,"CONTAINS_ENTITY",137,1
117,"CONTAINS_ENTITY",138,1
117,"CONTAINS_ENTITY",139,1
117,"CONTAINS_ENTITY",140,1
117,"CONTAINS_ENTITY",141,1
2,"RELATESTO",118,0
2,"RELATESTO",119,0
2,"RELATESTO",120,0
2,"RELATESTO",5,0
2,"RELATESTO",121,0
2,"RELATESTO",122,0
2,"RELATESTO",123,0
2,"RELATESTO",124,0
2,"RELATESTO",125,0
2,"RELATESTO",126,0
2,"RELATESTO",77,0
2,"RELATESTO",127,0
2,"RELATESTO",38,0
2,"RELATESTO",128,0
2,"RELATESTO",39,0
2,"RELATESTO",129,0
2,"RELATESTO",130,0
2,"RELATESTO",131,0
12,"RELATESTO",30,0
12,"RELATESTO",132,0
133,"RELATESTO",134,0
135,"RELATESTO",136,0
135,"RELATESTO",137,0
138,"RELATESTO",139,0
140,"RELATESTO",141,0
142,"CONTAINS_ENTITY",2,1
142,"CONTAINS_ENTITY",143,1
142,"CONTAINS_ENTITY",144,1
142,"CONTAINS_ENTITY",145,1
142,"CONTAINS_ENTITY",74,1
142,"CONTAINS_ENTITY",141,1
142,"CONTAINS_ENTITY",146,1
142,"CONTAINS_ENTITY",5,1
142,"CONTAINS_ENTITY",147,1
142,"CONTAINS_ENTITY",148,1
142,"CONTAINS_ENTITY",149,1
142,"CONTAINS_ENTITY",150,1
142,"CONTAINS_ENTITY",54,1
142,"CONTAINS_ENTITY",151,1
142,"CONTAINS_ENTITY",152,1
142,"CONTAINS_ENTITY",125,1
142,"CONTAINS_ENTITY",153,1
142,"CONTAINS_ENTITY",154,1
2,"HASTEAM",141,0
143,"FOUNDER",54,0
143,"WASPARTOF",144,0
143,"FOUNDED",145,0
74,"REQUIRES",5,0
74,"REQUIRES",147,0
74,"REQUIRES",148,0
74,"REQUIRES",149,0
74,"REQUIRES",150,0
143,"ENSURES",125,0
143,"HASEXPERIENCEWITH",153,0
143,"ENSURES",154,0
155,"CONTAINS_ENTITY",156,1
155,"CONTAINS_ENTITY",2,1
155,"CONTAINS_ENTITY",157,1
155,"CONTAINS_ENTITY",158,1
155,"CONTAINS_ENTITY",159,1
155,"CONTAINS_ENTITY",160,1
155,"CONTAINS_ENTITY",161,1
155,"CONTAINS_ENTITY",162,1
155,"CONTAINS_ENTITY",163,1
155,"CONTAINS_ENTITY",164,1
155,"CONTAINS_ENTITY",165,1
155,"CONTAINS_ENTITY",6,1
155,"CONTAINS_ENTITY",7,1
155,"CONTAINS_ENTITY",12,1
155,"CONTAINS_ENTITY",8,1
155,"CONTAINS_ENTITY",166,1
155,"CONTAINS_ENTITY",30,1
155,"CONTAINS_ENTITY",167,1
155,"CONTAINS_ENTITY",168,1
156,"PROFESSOR",2,0
156,"WORKED_AT",157,0
156,"WORKED_AT",158,0
156,"LEADS",165,0
159,"IMPROVES",12,0
159,"BUILDS",166,0
160,"IMPLEMENTS",12,0
160,"ENSURES",152,0
161,"TARGETS",30,0
2,"UNDERSTANDS",167,0
2,"CREATES",168,0
56,"DEVELOPS",168,0
56,"UNDERSTANDS",167,0
169,"CONTAINS_ENTITY",2,1
169,"CONTAINS_ENTITY",5,1
169,"CONTAINS_ENTITY",170,1
169,"CONTAINS_ENTITY",56,1
169,"CONTAINS_ENTITY",74,1
169,"CONTAINS_ENTITY",148,1
169,"CONTAINS_ENTITY",171,1
169,"CONTAINS_ENTITY",172,1
169,"CONTAINS_ENTITY",173,1
2,"RELATESTO",170,0
56,"HASAPPLICATION",74,0
56,"RELATESTO",148,0
56,"RELATESTO",171,0
56,"RELATESTO",172,0
173,"RELATESTO",56,0
174,"CONTAINS_ENTITY",175,1
174,"CONTAINS_ENTITY",12,1
174,"CONTAINS_ENTITY",54,1
174,"CONTAINS_ENTITY",176,1
174,"CONTAINS_ENTITY",177,1
174,"CONTAINS_ENTITY",74,1
174,"CONTAINS_ENTITY",140,1
174,"CONTAINS_ENTITY",178,1
175,"ENABLES",12,0
12,"SUPPORTS",54,0
175,"ENSURES",176,0
175,"CONTRIBUTESTO",177,0
74,"AFFECTS",140,0
74,"CONTRIBUTESTO",178,0
140,"INFLUENCES",178,0
178,"ENHANCES",54,0
179,"CONTAINS_ENTITY",2,1
179,"CONTAINS_ENTITY",74,1
179,"CONTAINS_ENTITY",54,1
179,"CONTAINS_ENTITY",77,1
179,"CONTAINS_ENTITY",180,1
179,"CONTAINS_ENTITY",12,1
179,"CONTAINS_ENTITY",181,1
179,"CONTAINS_ENTITY",30,1
179,"CONTAINS_ENTITY",182,1
179,"CONTAINS_ENTITY",61,1
179,"CONTAINS_ENTITY",183,1
179,"CONTAINS_ENTITY",184,1
179,"CONTAINS_ENTITY",185,1
179,"CONTAINS_ENTITY",18,1
179,"CONTAINS_ENTITY",6,1
179,"CONTAINS_ENTITY",7,1
179,"CONTAINS_ENTITY",186,1
179,"CONTAINS_ENTITY",187,1
179,"CONTAINS_ENTITY",188,1
179,"CONTAINS_ENTITY",189,1
179,"CONTAINS_ENTITY",190,1
179,"CONTAINS_ENTITY",191,1
179,"CONTAINS_ENTITY",192,1
179,"CONTAINS_ENTITY",193,1
179,"CONTAINS_ENTITY",194,1
179,"CONTAINS_ENTITY",195,1
179,"CONTAINS_ENTITY",134,1
179,"CONTAINS_ENTITY",196,1
179,"CONTAINS_ENTITY",197,1
179,"CONTAINS_ENTITY",5,1
179,"CONTAINS_ENTITY",198,1
179,"CONTAINS_ENTITY",199,1
179,"CONTAINS_ENTITY",200,1
179,"CONTAINS_ENTITY",201,1
179,"CONTAINS_ENTITY",202,1
179,"CONTAINS_ENTITY",133,1
179,"CONTAINS_ENTITY",203,1
179,"CONTAINS_ENTITY",34,1
179,"CONTAINS_ENTITY",35,1
179,"CONTAINS_ENTITY",36,1
2,"PROFESSOR",74,0
74,"RELATESTO",30,0
74,"HASPROVENANCE",182,0
74,"RELATESTO",61,0
61,"HASPROVENANCE",184,0
184,"RELATESTO",185,0
185,"USES",18,0
18,"RELATESTO",6,0
18,"RELATESTO",7,0
184,"PROVIDES",186,0
184,"HASPROVENANCE",188,0
188,"UNDERSTANDS",189,0
184,"RELATESTO",190,0
190,"INCREASES",196,0
196,"REQUIRES",197,0
197,"ALIGNSWITH",134,0
184,"HASPROVENANCE",198,0
198,"RELATESTO",199,0
199,"USES",200,0
54,"HASPROVENANCE",203,0
203,"LOCATEDIN",133,0
203,"LOCATEDIN",34,0
203,"LOCATEDIN",35,0
203,"LOCATEDIN",36,0
204,"CONTAINS_ENTITY",2,1
204,"CONTAINS_ENTITY",75,1
204,"CONTAINS_ENTITY",205,1
204,"CONTAINS_ENTITY",54,1
204,"CONTAINS_ENTITY",206,1
204,"CONTAINS_ENTITY",207,1
204,"CONTAINS_ENTITY",208,1
204,"CONTAINS_ENTITY",209,1
204,"CONTAINS_ENTITY",210,1
204,"CONTAINS_ENTITY",211,1
204,"CONTAINS_ENTITY",212,1
204,"CONTAINS_ENTITY",213,1
204,"CONTAINS_ENTITY",214,1
204,"CONTAINS_ENTITY",215,1
204,"CONTAINS_ENTITY",216,1
204,"CONTAINS_ENTITY",217,1
204,"CONTAINS_ENTITY",76,1
2,"HASAPPLICATION",75,0
2,"HASGOAL",205,0
2,"HASCOMPANY",54,0
54,"AIMSTO",206,0
54,"AIMSTO",207,0
54,"AIMSTO",208,0
210,"INCLUDES",211,0
210,"INCLUDES",212,0
210,"CREATES",214,0
215,"INFLUENCES",216,0
75,"SUPPORTS",215,0
2,"ALIGNSWITH",217,0
2,"DRIVES",76,0
54,"ACCESSES",30,0
54,"SPECIALIZESIN",215,0
218,"CONTAINS_ENTITY",2,1
218,"CONTAINS_ENTITY",12,1
218,"CONTAINS_ENTITY",5,1
218,"CONTAINS_ENTITY",25,1
218,"CONTAINS_ENTITY",26,1
218,"CONTAINS_ENTITY",219,1
218,"CONTAINS_ENTITY",220,1
218,"CONTAINS_ENTITY",221,1
218,"CONTAINS_ENTITY",34,1
218,"CONTAINS_ENTITY",35,1
218,"CONTAINS_ENTITY",36,1
218,"CONTAINS_ENTITY",109,1
218,"CONTAINS_ENTITY",110,1
218,"CONTAINS_ENTITY",222,1
218,"CONTAINS_ENTITY",223,1
218,"CONTAINS_ENTITY",224,1
218,"CONTAINS_ENTITY",225,1
218,"CONTAINS_ENTITY",70,1
218,"CONTAINS_ENTITY",226,1
218,"CONTAINS_ENTITY",227,1
218,"CONTAINS_ENTITY",228,1
218,"CONTAINS_ENTITY",229,1
218,"CONTAINS_ENTITY",230,1
218,"CONTAINS_ENTITY",231,1
2,"PRODUCES",12,0
12,"USES",5,0
5,"INCLUDES",25,0
5,"INCLUDES",26,0
12,"DESIGNED_FOR",220,0
12,"EXPANDS_IN",221,0
221,"INCLUDES",34,0
221,"INCLUDES",35,0
221,"INCLUDES",36,0
2,"USES",109,0
109,"INCLUDES",110,0
109,"TARGETS",222,0
12,"DRIVES",223,0
224,"INVOLVES",220,0
225,"INTEGRATES",70,0
226,"WORKS_ON",2,0
227,"CERTIFIES",12,0
228,"RELATED_TO",227,0
229,"REQUIRES",12,0
230,"REQUIRES",12,0
231,"REQUIRES",12,0
232,"CONTAINS_ENTITY",233,1
232,"CONTAINS_ENTITY",234,1
232,"CONTAINS_ENTITY",235,1
232,"CONTAINS_ENTITY",236,1
232,"CONTAINS_ENTITY",237,1
232,"CONTAINS_ENTITY",238,1
232,"CONTAINS_ENTITY",239,1
232,"CONTAINS_ENTITY",240,1
232,"CONTAINS_ENTITY",241,1
233,"RELATESTO",234,0
233,"RELATESTO",235,0
233,"RELATESTO",236,0
236,"RELATESTO",237,0
238,"RELATESTO",239,0
238,"RELATESTO",240,0
241,"RELATESTO",239,0
