node_id,node_attr,node_type
14,"CONTAINS_ENTITY",18,1
14,"CONTAINS_ENTITY",19,1
14,"CONTAINS_ENTITY",20,1
14,"CONTAINS_ENTITY",5,1
14,"CONTAINS_ENTITY",6,1
14,"CONTAINS_ENTITY",21,1
14,"CONTAINS_ENTITY",22,1
14,"CONTAINS_ENTITY",23,1
14,"CONTAINS_ENTITY",24,1
14,"CONTAINS_ENTITY",25,1
14,"CONTAINS_ENTITY",26,1
14,"CONTAINS_ENTITY",27,1
14,"CONTAINS_ENTITY",28,1
14,"CONTAINS_ENTITY",29,1
14,"CONTAINS_ENTITY",30,1
14,"CONTAINS_ENTITY",31,1
14,"CONTAINS_ENTITY",32,1
14,"CONTAINS_ENTITY",33,1
14,"CONTAINS_ENTITY",34,1
14,"CONTAINS_ENTITY",35,1
14,"CONTAINS_ENTITY",36,1
14,"CONTAINS_ENTITY",37,1
14,"CONTAINS_ENTITY",38,1
14,"CONTAINS_ENTITY",39,1
14,"CONTAINS_ENTITY",40,1
2,"PROFESSOR",15,0
15,"WORKSWITH",16,0
15,"WORKSWITH",17,0
15,"HASGOAL",18,0
15,"HASGOAL",19,0
20,"USESMETHODOLOGY",5,0
20,"USESMETHODOLOGY",6,0
21,"INCLUDESCOMPONENT",20,0
22,"INVOLVESRESEARCHPROJECT",21,0
22,"FOCUSON",20,0
23,"AFFECTSMARKET",37,0
23,"AFFECTS",29,0
24,"RELATESTO",35,0
25,"TARGETSMARKET",26,0
25,"TARGETSMARKET",27,0
25,"TARGETSMARKET",28,0
2,"SUPPORTS",38,0
38,"SUPPORTS",39,0
2,"DEVELOPS",40,0
39,"EXPANDSTO",25,0
29,"SUPPORTS",36,0
41,"CONTAINS_ENTITY",2,1
41,"CONTAINS_ENTITY",15,1
41,"CONTAINS_ENTITY",42,1
41,"CONTAINS_ENTITY",43,1
41,"CONTAINS_ENTITY",44,1
41,"CONTAINS_ENTITY",45,1
41,"CONTAINS_ENTITY",46,1
41,"CONTAINS_ENTITY",47,1
41,"CONTAINS_ENTITY",48,1
41,"CONTAINS_ENTITY",49,1
41,"CONTAINS_ENTITY",7,1
41,"CONTAINS_ENTITY",50,1
41,"CONTAINS_ENTITY",51,1
41,"CONTAINS_ENTITY",52,1
41,"CONTAINS_ENTITY",53,1
41,"CONTAINS_ENTITY",54,1
41,"CONTAINS_ENTITY",55,1
41,"CONTAINS_ENTITY",56,1
41,"CONTAINS_ENTITY",57,1
41,"CONTAINS_ENTITY",58,1
41,"CONTAINS_ENTITY",59,1
41,"CONTAINS_ENTITY",60,1
41,"CONTAINS_ENTITY",61,1
41,"CONTAINS_ENTITY",62,1
41,"CONTAINS_ENTITY",63,1
41,"CONTAINS_ENTITY",64,1
41,"CONTAINS_ENTITY",65,1
41,"CONTAINS_ENTITY",66,1
41,"CONTAINS_ENTITY",67,1
41,"CONTAINS_ENTITY",68,1
41,"CONTAINS_ENTITY",69,1
41,"CONTAINS_ENTITY",70,1
41,"CONTAINS_ENTITY",71,1
2,"DEVELOPS",15,0
15,"USEDIN",42,0
15,"AIMSAT",19,0
48,"MOBILIZES",49,0
7,"DEVELOPS",48,0
50,"REQUIRES",51,0
52,"ADDS",54,0
53,"ADDS",54,0
55,"DESIGNEDFOR",56,0
57,"ALIGNEDWITH",58,0
61,"SUPPORTS",58,0
62,"ENHANCES",64,0
63,"SUPPORTS",64,0
65,"SUPPORTS",66,0
67,"FACILITATES",68,0
68,"DRIVES",69,0
66,"DRIVES",71,0
69,"LEVERAGES",70,0
72,"CONTAINS_ENTITY",2,1
72,"CONTAINS_ENTITY",73,1
72,"CONTAINS_ENTITY",74,1
72,"CONTAINS_ENTITY",75,1
72,"CONTAINS_ENTITY",76,1
72,"CONTAINS_ENTITY",15,1
72,"CONTAINS_ENTITY",77,1
72,"CONTAINS_ENTITY",78,1
72,"CONTAINS_ENTITY",79,1
72,"CONTAINS_ENTITY",57,1
72,"CONTAINS_ENTITY",7,1
72,"CONTAINS_ENTITY",80,1
72,"CONTAINS_ENTITY",81,1
72,"CONTAINS_ENTITY",52,1
72,"CONTAINS_ENTITY",82,1
72,"CONTAINS_ENTITY",83,1
72,"CONTAINS_ENTITY",84,1
72,"CONTAINS_ENTITY",85,1
72,"CONTAINS_ENTITY",86,1
72,"CONTAINS_ENTITY",87,1
72,"CONTAINS_ENTITY",88,1
72,"CONTAINS_ENTITY",89,1
72,"CONTAINS_ENTITY",90,1
72,"CONTAINS_ENTITY",91,1
72,"CONTAINS_ENTITY",92,1
72,"CONTAINS_ENTITY",93,1
72,"CONTAINS_ENTITY",94,1
72,"CONTAINS_ENTITY",95,1
72,"CONTAINS_ENTITY",96,1
2,"DEVELOPS",73,0
73,"CREATES",74,0
73,"DESIGNS",15,0
15,"SUPPORTS",77,0
15,"COVERS",83,0
15,"ENHANCES",90,0
15,"HELPS",91,0
74,"HAS",75,0
74,"HAS",76,0
81,"INCLUDES",52,0
81,"INCLUDES",82,0
83,"INCLUDES",84,0
83,"INCLUDES",85,0
83,"INCLUDES",86,0
83,"INCLUDES",87,0
83,"INCLUDES",88,0
83,"INCLUDES",89,0
91,"ALIGNSWITH",94,0
94,"USES",95,0
95,"BASEDON",96,0
97,"CONTAINS_ENTITY",98,1
97,"CONTAINS_ENTITY",99,1
97,"CONTAINS_ENTITY",100,1
97,"CONTAINS_ENTITY",101,1
97,"CONTAINS_ENTITY",102,1
98,"HASABILITY",99,0
98,"HASGOAL",100,0
98,"HASGOAL",101,0
98,"HASBUSINESSMODEL",102,0
103,"CONTAINS_ENTITY",2,1
103,"CONTAINS_ENTITY",104,1
103,"CONTAINS_ENTITY",105,1
103,"CONTAINS_ENTITY",106,1
103,"CONTAINS_ENTITY",107,1
103,"CONTAINS_ENTITY",108,1
103,"CONTAINS_ENTITY",109,1
103,"CONTAINS_ENTITY",110,1
103,"CONTAINS_ENTITY",111,1
103,"CONTAINS_ENTITY",112,1
103,"CONTAINS_ENTITY",113,1
103,"CONTAINS_ENTITY",114,1
103,"CONTAINS_ENTITY",115,1
103,"CONTAINS_ENTITY",116,1
103,"CONTAINS_ENTITY",117,1
103,"CONTAINS_ENTITY",15,1
103,"CONTAINS_ENTITY",118,1
103,"CONTAINS_ENTITY",119,1
103,"CONTAINS_ENTITY",120,1
103,"CONTAINS_ENTITY",121,1
103,"CONTAINS_ENTITY",122,1
103,"CONTAINS_ENTITY",123,1
103,"CONTAINS_ENTITY",124,1
103,"CONTAINS_ENTITY",125,1
103,"CONTAINS_ENTITY",126,1
103,"CONTAINS_ENTITY",127,1
103,"CONTAINS_ENTITY",128,1
103,"CONTAINS_ENTITY",129,1
103,"CONTAINS_ENTITY",130,1
103,"CONTAINS_ENTITY",131,1
103,"CONTAINS_ENTITY",132,1
103,"CONTAINS_ENTITY",133,1
103,"CONTAINS_ENTITY",134,1
103,"CONTAINS_ENTITY",135,1
2,"DEVELOPS",104,0
104,"RELATEDTO",105,0
105,"PROMOTEDBY",106,0
104,"SUPPORTS",107,0
104,"SUPPORTS",108,0
104,"SUPPORTS",109,0
104,"CREATES",110,0
104,"PROMOTES",111,0
105,"IMPACTS",112,0
113,"SUPPORTS",114,0
113,"SUPPORTS",115,0
113,"SUPPORTS",116,0
104,"INCORPORATES",117,0
15,"DEFINES",118,0
104,"OFFERS",119,0
104,"PROVIDES",120,0
121,"OPERATESIN",122,0
123,"ISA",124,0
125,"LEADS",119,0
126,"BASEDON",127,0
128,"ENHANCES",126,0
129,"UTILIZES",130,0
131,"CONTRIBUTESTO",132,0
133,"POSSESSES",134,0
133,"HAS",135,0
136,"CONTAINS_ENTITY",2,1
136,"CONTAINS_ENTITY",137,1
136,"CONTAINS_ENTITY",138,1
136,"CONTAINS_ENTITY",139,1
136,"CONTAINS_ENTITY",140,1
136,"CONTAINS_ENTITY",141,1
136,"CONTAINS_ENTITY",142,1
136,"CONTAINS_ENTITY",143,1
136,"CONTAINS_ENTITY",144,1
136,"CONTAINS_ENTITY",145,1
136,"CONTAINS_ENTITY",146,1
136,"CONTAINS_ENTITY",147,1
136,"CONTAINS_ENTITY",148,1
136,"CONTAINS_ENTITY",38,1
136,"CONTAINS_ENTITY",149,1
136,"CONTAINS_ENTITY",150,1
2,"HASMANAGEMENTTEAM",137,0
137,"HASMEMBER",138,0
138,"LEADS",139,0
138,"HASEXPERIENCE",146,0
138,"HASEXPERIENCE",147,0
138,"PARTOF",148,0
148,"HASEXPERIENCE",38,0
138,"HASEXPERIENCE",149,0
138,"HASEXPERIENCE",150,0
151,"CONTAINS_ENTITY",152,1
151,"CONTAINS_ENTITY",2,1
151,"CONTAINS_ENTITY",153,1
151,"CONTAINS_ENTITY",154,1
151,"CONTAINS_ENTITY",155,1
151,"CONTAINS_ENTITY",156,1
151,"CONTAINS_ENTITY",157,1
151,"CONTAINS_ENTITY",158,1
151,"CONTAINS_ENTITY",159,1
151,"CONTAINS_ENTITY",160,1
151,"CONTAINS_ENTITY",161,1
151,"CONTAINS_ENTITY",162,1
151,"CONTAINS_ENTITY",7,1
151,"CONTAINS_ENTITY",15,1
151,"CONTAINS_ENTITY",163,1
151,"CONTAINS_ENTITY",164,1
151,"CONTAINS_ENTITY",150,1
151,"CONTAINS_ENTITY",165,1
151,"CONTAINS_ENTITY",166,1
151,"CONTAINS_ENTITY",167,1
151,"CONTAINS_ENTITY",168,1
151,"CONTAINS_ENTITY",169,1
151,"CONTAINS_ENTITY",170,1
151,"CONTAINS_ENTITY",171,1
151,"CONTAINS_ENTITY",172,1
151,"CONTAINS_ENTITY",25,1
151,"CONTAINS_ENTITY",173,1
151,"CONTAINS_ENTITY",174,1
151,"CONTAINS_ENTITY",175,1
151,"CONTAINS_ENTITY",79,1
151,"CONTAINS_ENTITY",176,1
151,"CONTAINS_ENTITY",177,1
152,"PROFESSOR",2,0
152,"PROFESSOR",153,0
152,"PROFESSOR",154,0
152,"DEVELOPS",160,0
152,"SELECTS",161,0
152,"SELECTS",162,0
152,"OVERSEES",7,0
155,"RESPONSIBLEFOR",15,0
155,"BUILDS",238,0
156,"RESPONSIBLEFOR",15,0
156,"PERFORMS",167,0
156,"IMPLEMENTS",168,0
156,"APPLIES",169,0
157,"LEADS",170,0
157,"DESIGNS",171,0
157,"DEFINES",172,0
163,"OPERATESIN",164,0
150,"ENHANCES",175,0
79,"ENABLES",176,0
176,"HIRES",177,0
178,"CONTAINS_ENTITY",179,1
178,"CONTAINS_ENTITY",180,1
178,"CONTAINS_ENTITY",181,1
178,"CONTAINS_ENTITY",73,1
178,"CONTAINS_ENTITY",142,1
178,"CONTAINS_ENTITY",182,1
178,"CONTAINS_ENTITY",183,1
178,"CONTAINS_ENTITY",184,1
179,"DEVELOPS",180,0
181,"HASMEMBER",183,0
181,"WORKSWITH",73,0
142,"HASMEMBER",183,0
183,"HASEXPERIENCE",184,0
73,"USES",180,0
179,"SUPPORTS",73,0
181,"ALIGNEDWITH",142,0
179,"RELATEDTO",179,0
183,"WORKSWITH",179,0
73,"GUIDEDBY",142,0
185,"CONTAINS_ENTITY",186,1
185,"CONTAINS_ENTITY",15,1
185,"CONTAINS_ENTITY",187,1
185,"CONTAINS_ENTITY",188,1
185,"CONTAINS_ENTITY",189,1
185,"CONTAINS_ENTITY",73,1
185,"CONTAINS_ENTITY",190,1
185,"CONTAINS_ENTITY",191,1
185,"CONTAINS_ENTITY",192,1
186,"ENABLES",15,0
15,"SUPPORTS",187,0
187,"ALIGNSWITH",188,0
187,"SUPPORTS",189,0
73,"AFFECTS",190,0
73,"CONTRIBUTESTO",191,0
190,"IMPACTS",192,0
191,"IMPACTS",192,0
193,"CONTAINS_ENTITY",2,1
193,"CONTAINS_ENTITY",73,1
193,"CONTAINS_ENTITY",194,1
193,"CONTAINS_ENTITY",92,1
193,"CONTAINS_ENTITY",79,1
193,"CONTAINS_ENTITY",15,1
193,"CONTAINS_ENTITY",195,1
193,"CONTAINS_ENTITY",196,1
193,"CONTAINS_ENTITY",20,1
193,"CONTAINS_ENTITY",161,1
193,"CONTAINS_ENTITY",162,1
193,"CONTAINS_ENTITY",197,1
193,"CONTAINS_ENTITY",198,1
193,"CONTAINS_ENTITY",199,1
193,"CONTAINS_ENTITY",200,1
193,"CONTAINS_ENTITY",201,1
193,"CONTAINS_ENTITY",202,1
193,"CONTAINS_ENTITY",121,1
193,"CONTAINS_ENTITY",26,1
193,"CONTAINS_ENTITY",27,1
193,"CONTAINS_ENTITY",28,1
73,"HASOUTCOME",194,0
73,"AIMSATMARKETPOSITIONING",92,0
73,"DRIVESDIGITALTRANSFORMATION",79,0
15,"DEVELOPS",195,0
195,"USESMETHODOLOGY",20,0
20,"USESAICONTENTGENERATIONMETHODOLOGY",161,0
20,"USESAICONTENTGENERATIONMETHODOLOGY",162,0
195,"PROVIDESSUPPORTFOR",197,0
195,"PROVIDESSUPPORTFOR",198,0
195,"SUPPORTS",199,0
195,"SUPPORTS",200,0
201,"SUPPORTS",187,0
202,"AIMSATMARKETPOSITIONING",121,0
202,"AIMSATMARKETPOSITIONING",26,0
202,"AIMSATMARKETPOSITIONING",27,0
202,"AIMSATMARKETPOSITIONING",28,0
203,"CONTAINS_ENTITY",2,1
203,"CONTAINS_ENTITY",15,1
203,"CONTAINS_ENTITY",204,1
203,"CONTAINS_ENTITY",205,1
203,"CONTAINS_ENTITY",206,1
203,"CONTAINS_ENTITY",207,1
203,"CONTAINS_ENTITY",208,1
203,"CONTAINS_ENTITY",209,1
203,"CONTAINS_ENTITY",210,1
203,"CONTAINS_ENTITY",211,1
203,"CONTAINS_ENTITY",212,1
203,"CONTAINS_ENTITY",213,1
203,"CONTAINS_ENTITY",214,1
203,"CONTAINS_ENTITY",215,1
203,"CONTAINS_ENTITY",216,1
203,"CONTAINS_ENTITY",217,1
203,"CONTAINS_ENTITY",218,1
203,"CONTAINS_ENTITY",219,1
203,"CONTAINS_ENTITY",220,1
203,"CONTAINS_ENTITY",221,1
203,"CONTAINS_ENTITY",222,1
203,"CONTAINS_ENTITY",223,1
203,"CONTAINS_ENTITY",224,1
203,"CONTAINS_ENTITY",225,1
203,"CONTAINS_ENTITY",226,1
203,"CONTAINS_ENTITY",227,1
203,"CONTAINS_ENTITY",228,1
203,"CONTAINS_ENTITY",229,1
203,"CONTAINS_ENTITY",230,1
203,"CONTAINS_ENTITY",78,1
2,"USES",15,0
2,"OPERATESINLEGALFRAMEWORKS",205,0
2,"ACCESSES",206,0
207,"SUPPORTS",208,0
207,"ENABLES",225,0
216,"PROTECTS",219,0
219,"ENSURES",220,0
213,"CONTRIBUTESTO",221,0
214,"SUPPORTS",229,0
215,"GUIDES",229,0
218,"CONTRIBUTESTO",219,0
219,"STRENGTHENS",220,0
226,"INFORMS",225,0
227,"TRANSFORMS",229,0
228,"ENHANCES",229,0
229,"ALIGNS",230,0
78,"CONTRIBUTESTO",224,0
231,"CONTAINS_ENTITY",2,1
231,"CONTAINS_ENTITY",15,1
231,"CONTAINS_ENTITY",232,1
231,"CONTAINS_ENTITY",5,1
231,"CONTAINS_ENTITY",6,1
231,"CONTAINS_ENTITY",25,1
231,"CONTAINS_ENTITY",26,1
231,"CONTAINS_ENTITY",27,1
231,"CONTAINS_ENTITY",28,1
231,"CONTAINS_ENTITY",94,1
231,"CONTAINS_ENTITY",233,1
231,"CONTAINS_ENTITY",234,1
231,"CONTAINS_ENTITY",235,1
231,"CONTAINS_ENTITY",236,1
231,"CONTAINS_ENTITY",237,1
231,"CONTAINS_ENTITY",205,1
231,"CONTAINS_ENTITY",238,1
231,"CONTAINS_ENTITY",239,1
231,"CONTAINS_ENTITY",240,1
231,"CONTAINS_ENTITY",241,1
231,"CONTAINS_ENTITY",242,1
231,"CONTAINS_ENTITY",243,1
231,"CONTAINS_ENTITY",47,1
231,"CONTAINS_ENTITY",18,1
231,"CONTAINS_ENTITY",212,1
231,"CONTAINS_ENTITY",244,1
231,"CONTAINS_ENTITY",245,1
231,"CONTAINS_ENTITY",246,1
231,"CONTAINS_ENTITY",247,1
231,"CONTAINS_ENTITY",161,1
231,"CONTAINS_ENTITY",162,1
15,"USESMETHODOLOGY",232,0
232,"INTEGRATES",5,0
232,"INTEGRATES",6,0
232,"USESMETHODOLOGY",247,0
248,"CONTAINS_ENTITY",249,1
248,"CONTAINS_ENTITY",250,1
248,"CONTAINS_ENTITY",251,1
248,"CONTAINS_ENTITY",252,1
248,"CONTAINS_ENTITY",253,1
248,"CONTAINS_ENTITY",254,1
248,"CONTAINS_ENTITY",255,1
248,"CONTAINS_ENTITY",256,1
248,"CONTAINS_ENTITY",257,1
248,"CONTAINS_ENTITY",258,1
248,"CONTAINS_ENTITY",259,1
249,"USES",258,0
249,"INCLUDES",252,0
250,"HAS",251,0
250,"INCLUDES",255,0
250,"INCLUDES",256,0
252,"DEVELOPS",257,0
252,"HAS",251,0
252,"USES",253,0
252,"USES",254,0
259,"ACHIEVES",257,0
259,"SUPPORTS",258,0
