node_id,node_attr,node_type
48,"CONTAINS_ENTITY",30,1
48,"CONTAINS_ENTITY",31,1
48,"CONTAINS_ENTITY",32,1
48,"CONTAINS_ENTITY",52,1
48,"CONTAINS_ENTITY",53,1
48,"CONTAINS_ENTITY",54,1
48,"CONTAINS_ENTITY",11,1
48,"CONTAINS_ENTITY",55,1
48,"CONTAINS_ENTITY",56,1
48,"CONTAINS_ENTITY",57,1
48,"CONTAINS_ENTITY",58,1
48,"CONTAINS_ENTITY",59,1
48,"CONTAINS_ENTITY",60,1
48,"CONTAINS_ENTITY",61,1
48,"CONTAINS_ENTITY",62,1
48,"CONTAINS_ENTITY",63,1
48,"CONTAINS_ENTITY",64,1
48,"CONTAINS_ENTITY",65,1
48,"CONTAINS_ENTITY",66,1
48,"CONTAINS_ENTITY",67,1
48,"CONTAINS_ENTITY",68,1
48,"CONTAINS_ENTITY",69,1
48,"CONTAINS_ENTITY",70,1
48,"CONTAINS_ENTITY",71,1
48,"CONTAINS_ENTITY",72,1
48,"CONTAINS_ENTITY",73,1
48,"CONTAINS_ENTITY",74,1
48,"CONTAINS_ENTITY",75,1
48,"CONTAINS_ENTITY",76,1
48,"CONTAINS_ENTITY",77,1
48,"CONTAINS_ENTITY",78,1
48,"CONTAINS_ENTITY",79,1
48,"CONTAINS_ENTITY",80,1
48,"CONTAINS_ENTITY",81,1
48,"CONTAINS_ENTITY",82,1
49,"PROFESSOR",50,0
49,"PROFESSOR",51,0
51,"PROFESSOR",5,0
5,"PROFESSOR",6,0
5,"PROFESSOR",25,0
50,"PROFESSOR",52,0
50,"PROFESSOR",53,0
53,"PROFESSOR",54,0
11,"PROFESSOR",55,0
56,"PROFESSOR",57,0
58,"PROFESSOR",59,0
58,"PROFESSOR",60,0
61,"PROFESSOR",62,0
62,"PROFESSOR",63,0
63,"PROFESSOR",64,0
65,"PROFESSOR",15,0
15,"PROFESSOR",66,0
66,"PROFESSOR",67,0
73,"PROFESSOR",74,0
74,"PROFESSOR",75,0
74,"PROFESSOR",76,0
77,"PROFESSOR",78,0
79,"PROFESSOR",80,0
81,"PROFESSOR",82,0
83,"CONTAINS_ENTITY",2,1
83,"CONTAINS_ENTITY",49,1
83,"CONTAINS_ENTITY",51,1
83,"CONTAINS_ENTITY",5,1
83,"CONTAINS_ENTITY",4,1
83,"CONTAINS_ENTITY",84,1
83,"CONTAINS_ENTITY",85,1
83,"CONTAINS_ENTITY",86,1
83,"CONTAINS_ENTITY",87,1
83,"CONTAINS_ENTITY",88,1
83,"CONTAINS_ENTITY",89,1
83,"CONTAINS_ENTITY",90,1
83,"CONTAINS_ENTITY",91,1
83,"CONTAINS_ENTITY",92,1
83,"CONTAINS_ENTITY",20,1
83,"CONTAINS_ENTITY",6,1
83,"CONTAINS_ENTITY",15,1
83,"CONTAINS_ENTITY",68,1
83,"CONTAINS_ENTITY",93,1
83,"CONTAINS_ENTITY",30,1
83,"CONTAINS_ENTITY",31,1
83,"CONTAINS_ENTITY",32,1
2,"PRESENTS",49,0
49,"MEETS_OBJECTIVE",51,0
49,"DESIGNED_TO_SUPPORT",5,0
5,"SUPPORTS",4,0
84,"COMBINES",85,0
85,"INCLUDES",86,0
85,"INCLUDES",87,0
49,"COVERS",89,0
89,"INCLUDES",88,0
49,"ADDRESSES",92,0
6,"PART_OF",92,0
20,"PART_OF",92,0
2,"SERVES",6,0
49,"ALIGN_WITH",91,0
49,"ADAPTED_TO",15,0
49,"INCLUDE",68,0
49,"TARGETS",93,0
93,"INCLUDES",30,0
93,"INCLUDES",31,0
93,"INCLUDES",32,0
49,"BASED_ON",210,0
94,"CONTAINS_ENTITY",95,1
94,"CONTAINS_ENTITY",96,1
94,"CONTAINS_ENTITY",97,1
94,"CONTAINS_ENTITY",98,1
95,"HASFOREIGNKEYRELATION",96,0
96,"RELATESTO",97,0
96,"RELATESTO",98,0
95,"RELATESTO",97,0
95,"RELATESTO",98,0
99,"CONTAINS_ENTITY",2,1
99,"CONTAINS_ENTITY",100,1
99,"CONTAINS_ENTITY",101,1
99,"CONTAINS_ENTITY",5,1
99,"CONTAINS_ENTITY",102,1
99,"CONTAINS_ENTITY",91,1
99,"CONTAINS_ENTITY",6,1
99,"CONTAINS_ENTITY",103,1
99,"CONTAINS_ENTITY",104,1
99,"CONTAINS_ENTITY",105,1
99,"CONTAINS_ENTITY",106,1
99,"CONTAINS_ENTITY",107,1
99,"CONTAINS_ENTITY",108,1
99,"CONTAINS_ENTITY",34,1
99,"CONTAINS_ENTITY",109,1
99,"CONTAINS_ENTITY",35,1
99,"CONTAINS_ENTITY",110,1
99,"CONTAINS_ENTITY",111,1
99,"CONTAINS_ENTITY",112,1
99,"CONTAINS_ENTITY",113,1
99,"CONTAINS_ENTITY",26,1
99,"CONTAINS_ENTITY",114,1
99,"CONTAINS_ENTITY",115,1
99,"CONTAINS_ENTITY",116,1
99,"CONTAINS_ENTITY",117,1
99,"CONTAINS_ENTITY",118,1
99,"CONTAINS_ENTITY",119,1
99,"CONTAINS_ENTITY",120,1
99,"CONTAINS_ENTITY",121,1
2,"PROFESSOR",118,0
100,"PROFESSOR",107,0
101,"PROFESSOR",103,0
6,"PROFESSOR",105,0
2,"PROFESSOR",113,0
108,"PROFESSOR",34,0
108,"PROFESSOR",109,0
108,"PROFESSOR",35,0
2,"PROFESSOR",114,0
115,"PROFESSOR",116,0
115,"PROFESSOR",117,0
118,"PROFESSOR",119,0
120,"PROFESSOR",121,0
122,"CONTAINS_ENTITY",2,1
122,"CONTAINS_ENTITY",123,1
122,"CONTAINS_ENTITY",124,1
122,"CONTAINS_ENTITY",125,1
122,"CONTAINS_ENTITY",126,1
122,"CONTAINS_ENTITY",119,1
122,"CONTAINS_ENTITY",127,1
122,"CONTAINS_ENTITY",128,1
122,"CONTAINS_ENTITY",129,1
122,"CONTAINS_ENTITY",130,1
122,"CONTAINS_ENTITY",131,1
122,"CONTAINS_ENTITY",25,1
122,"CONTAINS_ENTITY",121,1
122,"CONTAINS_ENTITY",132,1
122,"CONTAINS_ENTITY",133,1
122,"CONTAINS_ENTITY",134,1
122,"CONTAINS_ENTITY",135,1
122,"CONTAINS_ENTITY",136,1
122,"CONTAINS_ENTITY",50,1
122,"CONTAINS_ENTITY",137,1
122,"CONTAINS_ENTITY",138,1
122,"CONTAINS_ENTITY",139,1
122,"CONTAINS_ENTITY",140,1
122,"CONTAINS_ENTITY",141,1
122,"CONTAINS_ENTITY",142,1
122,"CONTAINS_ENTITY",143,1
122,"CONTAINS_ENTITY",144,1
122,"CONTAINS_ENTITY",145,1
122,"CONTAINS_ENTITY",146,1
2,"HASTEAM",121,0
123,"FOUNDER",2,0
123,"WORKSAT",50,0
123,"PARTOF",124,0
123,"FOUNDED",125,0
123,"HASEXPERIENCEIN",126,0
123,"HASEXPERIENCEIN",141,0
123,"HASEXPERIENCEIN",142,0
123,"DEFINES",143,0
123,"LEADS",144,0
123,"DRIVES",145,0
123,"ENSURES",146,0
131,"FUNDEDBY",25,0
131,"REQUIRES",134,0
136,"LEADS",123,0
135,"AIMSAT",131,0
50,"HASEXPERIENCE",137,0
50,"HASEXPERIENCE",138,0
139,"PARTOF",124,0
140,"FOUNDED",140,0
147,"CONTAINS_ENTITY",148,1
147,"CONTAINS_ENTITY",2,1
147,"CONTAINS_ENTITY",149,1
147,"CONTAINS_ENTITY",150,1
147,"CONTAINS_ENTITY",151,1
147,"CONTAINS_ENTITY",152,1
147,"CONTAINS_ENTITY",153,1
147,"CONTAINS_ENTITY",154,1
147,"CONTAINS_ENTITY",155,1
147,"CONTAINS_ENTITY",156,1
147,"CONTAINS_ENTITY",157,1
147,"CONTAINS_ENTITY",59,1
147,"CONTAINS_ENTITY",158,1
147,"CONTAINS_ENTITY",5,1
147,"CONTAINS_ENTITY",11,1
147,"CONTAINS_ENTITY",159,1
147,"CONTAINS_ENTITY",160,1
147,"CONTAINS_ENTITY",161,1
147,"CONTAINS_ENTITY",162,1
147,"CONTAINS_ENTITY",163,1
147,"CONTAINS_ENTITY",164,1
147,"CONTAINS_ENTITY",165,1
148,"PROFESSOR",2,0
148,"WORKS_AT",149,0
148,"WORKS_AT",150,0
148,"SELECTS",157,0
148,"OVERSEES",11,0
151,"IMPROVES",5,0
151,"BUILDS",29,0
152,"IMPLEMENTS",5,0
152,"HAS_EXPERIENCE_IN",190,0
153,"ENSURES",162,0
153,"DEVELOPS",163,0
153,"DEFINES",164,0
153,"UNDERSTANDS",165,0
156,"CONTRIBUTES_TO",5,0
157,"INCLUDES",59,0
157,"INCLUDES",158,0
5,"USES",11,0
159,"APPLIES",165,0
159,"ENABLED",161,0
159,"IMPROVES",160,0
166,"CONTAINS_ENTITY",2,1
166,"CONTAINS_ENTITY",119,1
166,"CONTAINS_ENTITY",167,1
166,"CONTAINS_ENTITY",53,1
166,"CONTAINS_ENTITY",49,1
166,"CONTAINS_ENTITY",168,1
166,"CONTAINS_ENTITY",128,1
166,"CONTAINS_ENTITY",169,1
166,"CONTAINS_ENTITY",170,1
166,"CONTAINS_ENTITY",171,1
2,"RELATESTO",119,0
2,"HASPARTNER",53,0
53,"HASAPPLICATION",49,0
49,"RELATESTO",167,0
53,"RELATESTO",168,0
53,"RELATESTO",128,0
53,"RELATESTO",169,0
53,"RELATESTO",170,0
53,"HASPARTNER",171,0
172,"CONTAINS_ENTITY",173,1
172,"CONTAINS_ENTITY",5,1
172,"CONTAINS_ENTITY",50,1
172,"CONTAINS_ENTITY",174,1
172,"CONTAINS_ENTITY",175,1
172,"CONTAINS_ENTITY",49,1
172,"CONTAINS_ENTITY",176,1
172,"CONTAINS_ENTITY",177,1
173,"ENSURES",5,0
5,"CONTRIBUTESTO",50,0
49,"HASIMPACT",176,0
49,"CONTRIBUTESTO",177,0
176,"BENEFITFROM",50,0
49,"CONTRIBUTESTO",174,0
49,"SUPPORTS",175,0
177,"ENHANCES",50,0
50,"COMPETESIN",177,0
178,"CONTAINS_ENTITY",2,1
178,"CONTAINS_ENTITY",49,1
178,"CONTAINS_ENTITY",50,1
178,"CONTAINS_ENTITY",107,1
178,"CONTAINS_ENTITY",5,1
178,"CONTAINS_ENTITY",89,1
178,"CONTAINS_ENTITY",179,1
178,"CONTAINS_ENTITY",26,1
178,"CONTAINS_ENTITY",180,1
178,"CONTAINS_ENTITY",59,1
178,"CONTAINS_ENTITY",158,1
178,"CONTAINS_ENTITY",181,1
178,"CONTAINS_ENTITY",29,1
178,"CONTAINS_ENTITY",182,1
178,"CONTAINS_ENTITY",183,1
178,"CONTAINS_ENTITY",184,1
178,"CONTAINS_ENTITY",185,1
178,"CONTAINS_ENTITY",91,1
178,"CONTAINS_ENTITY",186,1
178,"CONTAINS_ENTITY",119,1
178,"CONTAINS_ENTITY",187,1
178,"CONTAINS_ENTITY",188,1
178,"CONTAINS_ENTITY",102,1
178,"CONTAINS_ENTITY",30,1
178,"CONTAINS_ENTITY",31,1
178,"CONTAINS_ENTITY",32,1
2,"PROPOSES",49,0
50,"PARTICIPATES_IN",49,0
49,"DRIVES",107,0
5,"ENABLED_BY",89,0
89,"TARGETS",179,0
26,"INCLUDES",188,0
59,"USED_IN",185,0
158,"USED_IN",185,0
181,"PROVIDES",185,0
29,"COMPLEMENTARY",182,0
182,"COMPLEMENTARY",183,0
184,"INFORMS",185,0
91,"PROMOTES",186,0
186,"AFFECTS",89,0
119,"ENHANCES",185,0
187,"OFFERS",50,0
188,"TARGETS",102,0
188,"TARGETS",30,0
188,"TARGETS",31,0
188,"TARGETS",32,0
189,"CONTAINS_ENTITY",2,1
189,"CONTAINS_ENTITY",51,1
189,"CONTAINS_ENTITY",190,1
189,"CONTAINS_ENTITY",191,1
189,"CONTAINS_ENTITY",192,1
189,"CONTAINS_ENTITY",193,1
189,"CONTAINS_ENTITY",194,1
189,"CONTAINS_ENTITY",195,1
189,"CONTAINS_ENTITY",50,1
189,"CONTAINS_ENTITY",26,1
189,"CONTAINS_ENTITY",196,1
189,"CONTAINS_ENTITY",197,1
189,"CONTAINS_ENTITY",198,1
189,"CONTAINS_ENTITY",199,1
189,"CONTAINS_ENTITY",200,1
189,"CONTAINS_ENTITY",201,1
189,"CONTAINS_ENTITY",202,1
189,"CONTAINS_ENTITY",203,1
189,"CONTAINS_ENTITY",204,1
189,"CONTAINS_ENTITY",205,1
2,"DEVELOPS",51,0
190,"RELATESTO",191,0
191,"PROTECTS",192,0
191,"PROTECTS",193,0
2,"ACCESSES",194,0
194,"REVOLUTIONIZES",195,0
50,"OPERATESIN",26,0
50,"ATTRACTS",196,0
50,"STRENGTHENS",197,0
50,"GAINS",198,0
50,"ACHIEVES",199,0
50,"ADOPTS",200,0
50,"EXPANDSINTO",201,0
50,"AIMSFOR",202,0
50,"PARTICIPATESIN",203,0
204,"VALUEDBY",204,0
205,"SUPPORTS",194,0
206,"CONTAINS_ENTITY",2,1
206,"CONTAINS_ENTITY",5,1
206,"CONTAINS_ENTITY",119,1
206,"CONTAINS_ENTITY",9,1
206,"CONTAINS_ENTITY",10,1
206,"CONTAINS_ENTITY",207,1
206,"CONTAINS_ENTITY",208,1
206,"CONTAINS_ENTITY",209,1
206,"CONTAINS_ENTITY",30,1
206,"CONTAINS_ENTITY",31,1
206,"CONTAINS_ENTITY",32,1
206,"CONTAINS_ENTITY",210,1
206,"CONTAINS_ENTITY",211,1
206,"CONTAINS_ENTITY",212,1
206,"CONTAINS_ENTITY",213,1
206,"CONTAINS_ENTITY",214,1
206,"CONTAINS_ENTITY",215,1
206,"CONTAINS_ENTITY",29,1
206,"CONTAINS_ENTITY",69,1
206,"CONTAINS_ENTITY",15,1
206,"CONTAINS_ENTITY",216,1
206,"CONTAINS_ENTITY",217,1
206,"CONTAINS_ENTITY",218,1
206,"CONTAINS_ENTITY",219,1
206,"CONTAINS_ENTITY",220,1
206,"CONTAINS_ENTITY",221,1
206,"CONTAINS_ENTITY",222,1
206,"CONTAINS_ENTITY",223,1
2,"PRODUCES",5,0
5,"USES",119,0
119,"INCLUDES",9,0
119,"INCLUDES",10,0
5,"AIMS",208,0
5,"EXPANDS_TO",209,0
209,"INCLUDES",30,0
209,"INCLUDES",31,0
209,"INCLUDES",32,0
2,"USES",210,0
210,"BASED_ON",211,0
2,"SERVES",212,0
212,"EXPANDS",213,0
214,"TARGETS",215,0
2,"HIRES",216,0
216,"CERTIFIED_IN",217,0
218,"REQUIRES",219,0
2,"USES",220,0
220,"INCLUDES",221,0
220,"INCLUDES",222,0
2,"ACQUIRES",223,0
224,"CONTAINS_ENTITY",225,1
224,"CONTAINS_ENTITY",226,1
224,"CONTAINS_ENTITY",227,1
224,"CONTAINS_ENTITY",228,1
224,"CONTAINS_ENTITY",229,1
224,"CONTAINS_ENTITY",230,1
224,"CONTAINS_ENTITY",231,1
224,"CONTAINS_ENTITY",232,1
224,"CONTAINS_ENTITY",233,1
225,"RELATESTO",226,0
225,"RELATESTO",227,0
225,"RELATESTO",228,0
228,"RELATESTO",229,0
230,"RELATESTO",231,0
230,"RELATESTO",232,0
228,"RELATESTO",233,0
